MainTitle,Type,Genre,Weighted_Score,Themes,Summary
Kabaneri of the Iron Fortress,TV,"['action', 'drama', 'fantasy', 'horror']",7.4238,"['fighting', 'post-apocalyptic', 'steampunk', 'superpowers', 'tragedy']","On the island country Hinomoto, humans hide themselves in fortresses called ""stations"" against the threat of zombie-like beings with steel hearts known as ""Kabane."" Only armored locomotives known as ""Hayajiro"" go between the stations."
Triage X,TV,"['action', 'drama']",5.7368,"['assassins', 'crime organizations', 'ecchi', 'girls with guns', 'school']","Mochizuki General Hospital boasts some of the most well-trained (and well-endowed) nurses in town. But though these ladies spend much of their day battling sickness, their after-hours are spent fighting a very different sort of disease... Under the leadership of the hospital chairman, a handful of staff members and local teenagers form a group of mercenary assassins, targeting the ""cancers"" of society and excising those individuals before their wickedness spreads."
Re-Kan!,TV,"['comedy', 'supernatural']",6.7197,No Theme Found,"Hibiki Amami, a high school student, is a girl that can sense ghosts. Lots of ghosts are always around her as she treats ghosts and humans equally. Just by Hibiki being there, a boring school suddenly turns into a haunted mansion. But, humans aren't taking a loss there. The friends around Hibiki are all so amusing with a quirk or two. Surrounded by people and ghosts like that, sometimes she runs around in confusion, but for Hibiki everything is cherished and irreplaceable."
Uru in Blue,movie,[],0,No Theme Found,No summary found
The Case of Hana & Alice,movie,['drama'],7.3972,No Theme Found,"Arisugawa Tetsuko has just moved to a new house with her recently divorced mother. She becomes a transfer student at a school where a strange rumor lingers among the students. When she starts to investigate into it, she ends meeting Hana Arai, her young strange neighbor who rarely leaves the house."
School-Live!,TV,"['comedy', 'drama', 'horror', 'mystery', 'psychological', 'supernatural']",7.7452,"['fanservice', 'moe', 'school', 'tragedy', 'zombies']","Four girls decide to stay over at school: the energetic Yuki Takeya, the shovel-loving Kurumi, the center of the group Yūri who brings everyone together, and the spacey school adviser Megu. However, through mysterious circumstances, the girls find themselves the final survivors in a zombie attack, and continue to live at the school."
Haiyore! Nyaruko-san F,OAV,[],7.1644,No Theme Found,"Everyone goes to a popular amusement spot,namely a realistic escape game. The players then need to group into pairs and decide on what door to enter to clear the mission. It all just seems to be fun and games. But it is a plot against Nyaruko."
Ace of Diamond,OAV,['tournament'],6.905,['sports'],"Shows the backstory of three characters: Ryousuke Kominato after he returns home and his relationship with his brother, Kuramochi as a delinquent in middle school, and Norifumi Kawakami's struggle in his first year at Seidou."
Witch Craft Works,OAV,[],6.8869,No Theme Found,"Honoka Takamiya is perfectly content with living his quiet life as an average high school junior. The only disruptions to his mundane daily routine all seem to stem from unexpected encounters with his school's super-popular student idol, Ayaka Kagari, the talented, phlegmatic, and gorgeous daughter of the school board chairman. To his dismay, Takamiya's classroom seat turns out to be right next to Kagari-san, thus he suffers jostling, harassment, and even a beating from her inescapable crowd of jealous fans. As if this isn't bad enough, Takamiya's world--as well as a portion of his school--suddenly collapses around him, and he is twice lured into bizarre and fantastic deathtraps. Astonished at his own survival, Takamiya learns that his rescue is thanks to the cool head--and fire power--of a witch... named Ayaka Kagari. From then on, Honoka quickly discovers, with Ayaka's devoted help, that neither his school, nor the people he thought he knew, nor even he himself are in any way normal. <em class=de-emphasized>(from manga)</em>"
Nisekoi,OAV,"['comedy', 'romance', 'slice of life']",6.971,"['fanservice', 'harem', 'school', 'unrequited love']","The first part of OAV called ""Loss"" stars Miyamoto Yuri who lost her glasses and her friends, Ichijō Raku and Onodera Kosaki who decided to help her search for them. As the search continues, the romantic tension between Ichijō and Onodera seems to be growing. In the OAV's second part called ""Shrine Maiden"" Ichijō experiences a large income of bad luck and his friends, Onodera, Chitoge, Mariko and Tsugumi are determined to exorcize it out of him by any means necessary."
Shōwa Genroku Rakugo Shinjū,TV,['drama'],8.3641,['historical'],"The year was 1970s. Fascinated by the performance of rakugo master Yakumo the 8th at a philanthropic show in a prison, delinquent Kyōji visited Yakumo immediately after serving his term, begging Yakumo to take him in as an apprentice. To his surprise, master Yakumo agreed without much hesitation, yet things progressed not quite as Kyōji expected. <em class=de-emphasized>(from manga)</em>"
Shōwa Genroku Rakugo Shinjū,OAV,[],7.5789,No Theme Found,"The year was 1970s. Fascinated by the performance of rakugo master Yakumo the 8th at a philanthropic show in a prison, delinquent Kyōji visited Yakumo immediately after serving his term, begging Yakumo to take him in as an apprentice. To his surprise, master Yakumo agreed without much hesitation, yet things progressed not quite as Kyōji expected. <em class=de-emphasized>(from manga)</em>"
Gekijō-ban PriPara Mi~nna Atsumare! Prism Tours,movie,[],6.4601,"['Idols', 'Music']",No summary found
High School DxD BorN,TV,"['action', 'comedy', 'romance', 'supernatural']",7.2916,"['demons', 'developing powers', 'ecchi', 'harem', 'high school']",No summary found
Gangsta.,TV,"['action', 'drama']",7.2044,"['crime', 'mafia']","In the crime-ridden, mafia-governed city of Ergastulum, Worick and Nicolas are two ""handymen"" known as ""Benriya"" who would take any dirty job from either police or mafia -- for a good price. After an assignment from police the two met and later joined by Alex, a former prostitute who got interested in the mysterious background of the team, in particular of Nicolas' abilities."
Gunslinger Stratos: The Animation,TV,"['action', 'science fiction']",5.6028,"['fighting', 'parallel universe', 'time travel']","A.D. 2115—the island nation once called Japan is now known as the “17th Far East Imperial City Management District.” The citizens were promised a life of peace in exchange for some of the comfort they were used to having. People believed their lives would never change and tomorrow will be the same as today. No one suspected the impending doom which their society was about to face. “Degradation”—a rare disease which led to the total disintegration of the human body to a mere pile of sand was slowly but surely spreading throughout the world. Tohru Kazasumi, an ordinary student becomes embroiled in a multi universal battle between his world and the parallel world of “Frontier S (Stratos).” This meant that Tohru must fight himself from an alternate world. Their futures collide as their paths cross."
Mikagura School Suite,TV,"['comedy', 'slice of life', 'supernatural']",6.5419,"['love triangle', 'yuri']","High school student Eruna Ichinomiya enters the Mikagura Academy dreaming of a boarding school life filled with beauty. However, Eruna finds out that in the culture clubs, there is a rule that battles that are fought with special powers decide a club representative's treatment. Through various circumstances, Eruna becomes a representative of a club, and is thrown into the fray."
"Wake Up, Girls! Seishun no Kage",movie,[],7.5707,No Theme Found,No summary found
Hetalia The World Twinkle,ONA,"['comedy', 'slice of life']",6.633,No Theme Found,Members of personified countries reunite to bring excitement and laughter to audiences.
Tesagure! Bukatsu-mono: Spin-off Puru Purun Sharumu to Asobō,TV,"['comedy', 'slice of life']",7.0804,"['parody', 'school']",No summary found
Chain Chronicle,OAV,"['adventure', 'fantasy']",5.7061,No Theme Found,No summary found
Teekyū,TV 4,['comedy'],6.3751,"['high school', 'school life', 'sports', 'tennis']","Yuri Oshimoto is a first-year who has grown critical of her upperclassmen's ridiculous antics, Kanae Shinjo is a silly second-year who joined the tennis club even though she can barely play tennis, Marimo Bando the second-year is an unpredictable pervert from Kansai, and Nasuno Takamiya the second-year is a strange rich girl who thinks everything can be resolved with money. Today and tomorrow and the day after, whether the four of them are together or not, these girls are always getting into bizarre scenarios that rarely involves playing tennis."
Takamiya Nasuno Desu!,TV,['comedy'],6.1313,No Theme Found,No summary found
Wish Upon the Pleiades,TV,"['drama', 'magic', 'science fiction']",6.5508,"['aliens', 'magical boy', 'magical girl', 'school', 'space']","Subaru is a junior high student that loves the stars. One day, after school, she meets aliens from Pleiades in outer space. The Pleiadesians said they summoned a helper from Earth to collect engine parts so that they could repair the interstellar immigrant ship that broke down in the Earth's orbit. However, for some reason they summoned one but ended up with five helpers. The five girls assigned to be ""wizards"" all are lacking something, and even when they try to combine their powers, they're always mismatched and failing. On top of it, a mysterious boy appears. In order to help a hapless alien, with the power of infinite possibilities due to immaturity as their weapon, Subaru and the other four fly around to gather parts while nurturing their friendship."
Gintama,TV 4/2015,"['action', 'comedy', 'drama']",8.7508,"['Historical', 'Parody', 'Samurai']",No summary found
Nisekoi:,TV 2,"['comedy', 'romance']",6.961,"['harem', 'school', 'unrequited love', 'yakuza']","The relationship antics continue as Chitoge starts to realize that she is actually in love with Raku and Kosaki's younger sister Haru, who wants to protect her sister from the supposedly-depraved Raku, gets added to the mix. Other highlights include the introductions of Hana (Chitoge's mother) and Paula McCoy (Seishiro's assassin rival) and Kosaki's brief stint as a magical girl."
To Love Ru: Darkness,TV 2,"['comedy', 'romance', 'science fiction']",7.4535,No Theme Found,"Yuki Rito, Mikan, Lala and the gang have been enjoying many great every day adventures but something is not quite right. Mea is adjusting to earth life but her sister Yami has a 'dark' secret that may endanger the whole world. That and Rito has a lot of pervy accidents to practice in the meantime."
Rainy Cocoa,TV,"['comedy', 'slice of life']",4.5138,['café'],"Due to various circumstances, college freshman Aoi Tokura begins part-timing at the café ""Rainy Color"" run by Shion Koga and owned by Kōji Amami. Attending the café are the cool and handsome Keiichi Iwase and the confident Ryōta Sakurai. Aoi's life gets a lot more hectic, but fun."
Wagnaria!!3,TV,"['comedy', 'romance', 'slice of life']",8.1024,['cafe'],"The gang from the Wagnaria restaurant are back for another season, and they are offering up a main course of wacky comedy with a side dish of blossoming romances."
Charlotte,TV 2015,"['comedy', 'drama', 'magic', 'romance']",7.5559,"['espers', 'school life', 'superpowers']","Special abilities occur among a small percentage of boys and girls in puberty. Yū Otosaka uses his power without others knowing, and lives a fairly normal, average school life. Before him suddenly appears a girl, Nao Tomori. Due to his meeting with her, the fate of special power-users will be exposed."
Yo-kai Watch: The Movie,movie,['adventure'],6.8256,No Theme Found,No summary found
Mysterious Joker,TV 2,['comedy'],6.422,['thief'],Mysterious Joker and his partner Hachi continue their treasure hunting travels around the world while being pursued by Detective Oniyama and other members of the police force.
I Can't Understand What My Husband is Saying: 2nd Thread,TV 2,"['comedy', 'slice of life']",7.1787,No Theme Found,"Kaoru, a hard-working office lady,and Hajime, and hard-core otaku, just learned that they were having a child. However, their daily life still continues, along with their friends and family."
Non Non Biyori Repeat,TV,"['comedy', 'slice of life']",8.0131,['school life'],"With just five students (none in the same grade ), the four girls of the tiny Asahioka Branch School still enjoy watching cherry blossoms, playing in rivers, digging potato, and building igloos together. The pace is very slow yet enjoyable and heartwarming."
Sound! Euphonium,TV,"['comedy', 'drama']",7.9582,"['bishoujo', 'music', 'school', 'yuri']","Kumiko Oumae is looking for a new beginning at Kitauji High School, distant from most of her middle school peers. She befriends Hazuki Katou and Saphire ""Midori"" Kawashima and joins the Music Club with them, a past-time from her junior high days. There she continues to play euphonium and encounters Reina Kousaka, a figure from her past she didn't expect to meet again. As the club works tirelessly to achieve it's goals, the two girls awkwardly dance around each other, each wanting to know the other more."
Senran Kagura: Estival Versus - Festival Eve Full of Swimsuits,OAV,[],6.1967,No Theme Found,No summary found
Haikyu!! Second Season,TV,"['comedy', 'drama', 'tournament']",8.4024,['sports'],"Hinata, Kageyama and the Karasuno volleyball team have had their fair share of losses, but that won’t keep them down for long. Practices begin anew, training camps are held and rivals are made."
A Silent Voice,movie,"['comedy', 'drama', 'psychological', 'romance']",8.7987,"['friendship', 'School life']","A deaf elementary school girl, Shoko Nishimiya, upon transferring, meets a boy named Shoya Ishida in her new class. Shoya, who is not deaf, leads the class in bullying Shoko, because she is deaf. As the bullying continues, the class starts to bully Shoya for bullying Shoko. After graduating from elementary school, Shoko and Shoya do not speak to each other… until later, when Shoya, tormented over his past, decides he must see Shoko once more. Shoya wants to make amends for what he did in elementary school and be Shoko's friend. <em class=de-emphasized>(from manga)</em>"
Durarara!!×2 Ten,TV,"['action', 'mystery']",7.5328,No Theme Found,"Ikebukuro -- a place filled with conspiracy plotters. After an information exchange center has been attacked, a young man who possesses the strength of two color gangs: ""Dollars"" and ""Blue Squares,"" walks on a path to end the chaos with his own ideologies."
Durarara!!×2 Ketsu,TV,"['action', 'mystery']",7.6272,No Theme Found,"Ikebukuro is engulfed in a spiral of confusion. A group of individuals, each carrying the weight of their own past, gathers at Shinra's apartment, while in the city the Dollars, Yellow Scarves, and Saika contend for power. However, the situation takes a turn that no one could expect when Celty's head is revealed to the public, as this tale approaches its conclusion."
Yu-Gi-Oh!: The Dark Side of Dimensions,movie 2016,"['drama', 'fantasy', 'tournament']",7.3036,"['card games', 'duels', 'monsters']","Six months after the end of the original manga, Yūgi Mutō and his friends are preparing to graduate from high school. Even though he's moving forward, Yūgi still struggles to come to terms that the Pharaoh is no longer with him at times. However, other people may not be so willing to let the past alone. After learning that his long time rival has gone to the afterlife without him claiming victory, Seto Kaiba desperately searches for a way to revive him by digging up the Millennium Puzzle from the Shrine of the Underworld. On the cusp of accomplishing this, his plans are foiled by mysterious stranger, Aigami, who holds power over dimensions."
The Labyrinth of Grisaia,special,"['drama', 'psychological']",7.6248,"['ecchi', 'tragedy']","Yūji Kazami has saved the hearts of five girls of Mihama Academy, but his own heart is still clouded with darkness. Looking back, Yūji wonders what has shaped him into what he is today, as well as what he has gained and lost along the path."
The Eden of Grisaia,TV,"['drama', 'mystery', 'psychological']",7.5994,"['fanservice', 'harem', 'incest', 'military', 'school life']","The girls of Mihama Academy discover the dark past of Yūji Kazami when the terrorist Heath Oslo reappears with plans to reclaim his protege. Sachi, Amane, Michiru, Chizuru, and Yumiko must orchestrate a plan to free Yūji, who also finds himself face to face with his long lost sister Kazuki."
PriPara,TV 2015,[],6.4978,No Theme Found,No summary found
Knights of Sidonia,movie,['science fiction'],7.0539,No Theme Found,No summary found
Vampire Holmes,TV,"['mystery', 'supernatural']",2.9226,"['detectives', 'vampires']","While crowded in daytime, this London neighborhood has been haunted by a “vampire killer” for many nights. The protagonist wakes up in a residence, with a man calling himself ""Holmes"" and claiming to have entered the house chasing after a vampire. Unknowingly, the door of the residence has been locked from the outside..."
Robot Girls Z+,ONA,[],6.2568,No Theme Found,No summary found
Chain Chronicle: The Light of Haecceitas,TV,"['adventure', 'fantasy']",6.8068,No Theme Found,"This is the story of the Chain Chronicle, a book that describes everything that happens in the world. The citizens of the remote continent of Yggd once thought that there was nothing beyond their continent. The continent was divided into several regions, each with its own king. Though there were small skirmishes amongst them, a lord, chosen by the kings in conference, always maintained balance, until the evil Black Army arrived. The Volunteer Army, led by Yuri, was no match for the Black Army. During the fighting, the Lord of Black captures half of the Chain Chronicle, as well as the capital."
GATE,TV,"['adventure', 'drama', 'fantasy']",7.6931,"['fanservice', 'military', 'otaku', 'parallel universe', 'politics']","A gate appears in Tokyo's Ginza district sometime in the 21st century. From the gate pours out monsters, knights from middle-age Europe, and other fantasy-like beings, and they kill many of the citizens of Tokyo. This event is known as the Ginza Incident. The government sends a small group of soldiers from the Japanese Self-Defense Forces to the alternate world beyond the gate. Led by otaku soldier Yōji, they find that the villages in the world are being attacked by a dragon. An elf girl who is a survivor from the dragon's rampage joins the group in their travels across the dangerous new world."
Wooser's Hand-to-Mouth Life: Phantasmagoric Arc,TV 3,"['comedy', 'slice of life']",6.5014,"['parody', 'talking animals']","Wooser and friends continue to protect money, meat, and gals by doing nothing at all."
Attack on Titan,TV 2/2017,"['action', 'drama', 'fantasy', 'horror', 'psychological', 'thriller']",8.3613,"['military', 'post-apocalyptic', 'superpowers', 'tragedy']","Eren Jaeger swore to wipe out every last Titan, but in a battle for his life he wound up becoming the thing he hates most. With his new powers, he fights for humanity's freedom facing the monsters that threaten his home. After a bittersweet victory against the Female Titan, Eren finds no time to rest—a horde of Titans is approaching Wall Rose and the battle for humanity continues."
The Heroic Legend of Arslan,TV,"['adventure', 'fantasy']",7.5527,"['historical', 'military', 'war']","Arslan is the heir apparent of Pars, a strong nation that sits at the hear of the trade route connecting the East and the West. When the nation of Lusitania begins an invasion of Pars, the timid Arslan is confronted with battle for the first time. His worst anxieties are realized the Parsian army falls for a Lusitanian stratagem and are routed. He barely escapes with his life, thanks to the loyal and indomitable warrior Daryun. Together they will stand against the invasion and the cruelties of fate that are about to blow down on Pars."
Aria the Scarlet Ammo AA,TV,"['action', 'comedy']",5.9898,"['fanservice', 'Girls with guns', 'Yuri']","Akari Mamiya is a freshman and E-rank student who looks up to her upperclassman, the S-ranked Aria H. Kanzaki. They both attend Tokyo Butei High School, which employs the ""Amica"" system, allowing an underclassman to train alongside an upperclassman. Akari is determined to be paired with Aria. <em class=de-emphasized>(from manga)</em>"
The Boy and The Beast,movie,"['adventure', 'drama', 'fantasy']",8.0621,"['fighting', 'parallel universe']","There is the the human realm and the bakemono realm (""Jūtengai""). In these two worlds which must not intersect, there lives a lonely boy in Tokyo's Shibuya ward and a lonely bakemono. One day, the boy gets lost in the bakemono world, becomes the disciple of the bakemono Kumatetsu, and is renamed Kyūta."
Kurage no Shokudō,OAV,['drama'],6.4114,No Theme Found,"Yōtarō Misaki finds himself lying on the beach one day. He is picked up by Arashi, who manages a restaurant called Kurage no Shokudō. When asked who he is, the protagonist tells a lie that he lost his memory — but he remembers everything, including the fact that his twin brother died."
Gatchaman Crowds insight,TV,"['action', 'science fiction']",7.5451,"['aliens', 'fighting', 'superhero']","A year has passed since the ""Tachikawa Incident"" in summer 2015. CROWDS -- the system that turns the mentality of humans into physical form that Berg Katze gave to Rui Ninomiya after extracting his NOTE -- has spread among the public. Prime Minister Seitarō Sugayama backs the plan, but not everyone agrees with his policy, and a mysterious organization attacks Sugayama's vehicle, marking the start of a series of new conflicts."
Ghost in the Shell: The New Movie,movie,"['drama', 'science fiction']",7.8081,No Theme Found,"Set in a futuristic Japan after the end of a brutal world war, science has advanced by leaps and bounds giving humanity the choice to prolong life and reduce suffering with the use of sophisticated cybernetics. With all of humanity linked into one system of minds and personalities known as ghosts, the biggest threat to civilization is the cyber terrorists capable of hijacking people's bodies and memories. When a ghost-infecting virus known as Fire-Starter begins spreading through the system resulting in the assassination of the Japanese Prime Minister, Major Motoko Kusanagi and her elite team of special operatives are called in to track down its source. As they delve deeper and deeper into their investigation, they uncover traces of government corruption and a shadowy broker that bears an all-too-familiar face."
Battle Spirits Burning Soul,TV,[],4.8419,No Theme Found,"In the near future, a battle card game called ""Battle Spirits"" has gained enormous popularity. Players of the game -- known as ""Battlers"" -- start duelings everywhere using their color-coded cards with different attributes, creating a ""Sengoku (Warring States) period"" for the game."
Seiyu's Life!,TV,"['comedy', 'slice of life']",7.1736,['seiyuu'],"The world of voice acting is seen through the eyes of Futaba Ichinose, Ichigo Moesaki, and Rin Kohana, three rookie voice actresses."
Ultimate Otaku Teacher,TV,"['comedy', 'slice of life']",6.3351,"['High School', 'Otaku']","Junichirō is a young man obsessed with manga, anime, and games. He was a young genius who published papers in the journals Nature and Science when he was only 17. However, after graduating college, he became a NEET (Not in Education, Employment, or Training) absorbed in his anime blog. Unable to watch Kagami throw away his life, his sister Suzune gets him to work at the Ichō Academy she attends. The head of the school's board, Koyomi Hiiragi, assigns Kagami to his new life as a teacher."
Shomin Sample,TV,"['comedy', 'romance']",6.7715,"['fanservice', 'school']","Kimito Kagurazaka is an ordinary high school boy who is kidnapped by an elite young lady's academy to be a ""sample of the common people."" The school is full of sheltered girls who have never met male peers before."
Eiga Precure All Stars: Haru no Carnival,movie,[],6.4337,No Theme Found,"A spring carnival held in the country of dance and song, Harmonia, is beginning. Haruka Haruno and her friends also join the festival to learn dance and song from their senior Precure warriors. However, the fairies go missing, and the carnival is thrown into confusion. Even worse, the announcers Odoren and Utaen seem extremely suspicious, and the guardian dragon of Harmonia has started a rampage, angry at the chaos at the carnival. In order to protect the peace of Harmonia, the 40 Precure warriors work together to create a miracle through dance and song filled with hope."
The Anthem of the Heart,movie,"['drama', 'romance', 'supernatural']",8.1867,"['growing up', 'school']","Long ago, the young girl Jun Narase dreamed of one day attending a ball at the glamorous castle on the hill. After once seeing her father driving out of that castle, she returned home to excitedly tell her mother, not realizing she'd just described her father's infidelity. And so her family falls apart, and after her father tells her it was all her fault, she falls into despair until a strange egg tells her she can save herself from further heartbreak, and maybe even find her prince on a hill. All it would take is to forever seal away her dangerous voice."
Overlord,TV,"['action', 'fantasy', 'science fiction']",7.6308,"['ecchi', 'online computer gaming', 'virtual reality']","In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become."
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,TV,"['action', 'comedy']",7.4435,['ecchi'],"It's 16 years after the ""Law for Public Order and Morals in Healthy Child-Raising"" banned coarse language in the country. Tanukichi Okuma enrolls in the country's leading elite public morals school and is soon invited into the Anti-Societal Organization (SOX) by its founder, Ayame Kajō. As a member blackmailed into joining by Ayame, Tanukichi ends up taking part in obscene acts of terrorism against the talented student council president and his crush Anna."
Duel Masters VS R,TV,['tournament'],0,No Theme Found,No summary found
"Actually, I Am…",TV,"['comedy', 'romance', 'supernatural']",6.8461,"['aliens', 'ecchi', 'fan service', 'vampires']","Asahi Kuromine has a crush on a cute girl named Yōko Shiragami. Shiragami just happens to be a vampire. Asahi cannot keep a secret, but he is determined to keep Shiragami's secret anyways."
Pokémon the Movie: Hoopa and the Clash of Ages,movie 18,"['action', 'fantasy']",6.5949,No Theme Found,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again."
Pikachu to Pokémon Ongakutai,movie,[],6.1742,No Theme Found,No summary found
Is the order a rabbit??,TV 2,"['comedy', 'slice of life']",7.6377,"['moe', 'yuri']","The girls at Rabbit House continue their lackadaisical daily lives, but soon a special guest will arrive. How will Chino, Cocoa, and Rize deal with this new Onee-san."
Aoki Hagane no Arpeggio: Ars Nova Cadenza,movie,"['adventure', 'drama', 'science fiction']",7.5367,"['conspiracy', 'military', 'war']",No summary found
Love Live! The School Idol Movie,movie,"['comedy', 'drama']",7.6765,"['idols', 'music', 'school life']","The graduation of the third-year members means the end of μ's. However, the school director has received a letter regarding μ's, and the curtain of a new story for μ's has been raised."
Omakase! Miracle Cat-dan,TV,[],0,No Theme Found,No summary found
Nar Doma,TV,['comedy'],1.6443,['Shounen-ai'],"The unorthodox hard surreal gag comedy centers around the narcissistic (narushi na) hagito and the masochistic (domazo na) kei together they are nar - doma, hagito is a handsome yet pitiful man with a lolicon complex. Anytime, anywhere, a mirror is his constant companion surrounding him are a host of highly idiosyncratic characters the die-hard masochist kei the unnaturally strong yet girlish totono the exceedingly stylish working stiff saitou and the extraordinarily negative roku even the one normal guy has his own issues"
6HP - Six Hearts Princess,special,[],7,['Magical Girl'],No summary found
Gekijōban Meiji Tokyo Renka: Yumihari no Serenade,movie,"['magic', 'romance']",8,"['historical', 'time travel']","On an evening lit by a crimson full moon, an ordinary high school girl named Mei Ayazuki meets a self-proclaimed magician named Charlie at a festival. Through Charlie's magic, she time-travels to the Meiji era in Tokyo, where she meets and falls in love with various great historical figures from that time period."
Ushio & Tora,TV,"['action', 'comedy', 'drama', 'supernatural']",7.3305,"['demons', 'ghosts']","While cleaning out his family's Shinto temple, middle-school student Ushio Aotsuki stumbles upon a hidden cellar which houses a dangerous yokai. The yokai, pinned by a legendary weapon called the Beast Spear for 500 years, attracts many other supernatural creatures to the premises. Ushio is forced to free the creature – whom he names “Tora” – in return for his help in defeating them. Tora, who wishes to eat Ushio but is stalled by the Beast Spear, begins to haunt the boy in the hopes that an opportunity will present itself. However, Ushio's possession of the Spear seems to result in trouble after trouble, and Tora finds himself an unwilling ally to Ushio in his battles against various supernatural foes. Meanwhile, a greater danger lurks in the form of Hakumen no Mono, an incredibly powerful yokai with a thirst for destruction who is about to awaken from an extended slumber. <em class=de-emphasized>(from manga)</em>"
Eiga Crayon Shin-chan: Ora no Hikkoshi Monogatari ~Saboten Daishūgeki,movie 23,[],7,No Theme Found,Shin-chan and his family say their goodbyes to Kasukabe City and move to Mexico.
Gudetama,TV,['comedy'],5.4836,No Theme Found,No summary found
BAR Kiraware Yasai,TV,[],5.08,No Theme Found,No summary found
Garakowa -Restore the World-,movie,"['drama', 'science fiction']",6.7668,No Theme Found,"A floating space without gravity where an infinite number of lights shine in different colors: The ""Box of Wisdom."" Inside of this box, there are multiple worlds, multiple timelines, and there used to be many different people. This is where Dual and Dorothy were fighting with enemies called ""Viruses."" Worlds infected by viruses must be erased. That is the duty, the job of these girls. However, one day, Dual and Dorothy feel the presence of a new Virus. Arriving at the scene, they see a girl being attacked by Viruses. After saving the girl, the duo wait for her to awaken so they can ask who she is, where she came from, and where she is going. Finally, when the girl opened her eyes, she gave her name, Remo, and whispered only one sentence... ""I must return to the flower patch..."""
Aria the Avvenire,OAV,['slice of life'],8.3702,No Theme Found,No summary found
A Flying Princess and a Secret Island,movie,['adventure'],6.3423,No Theme Found,"Sinbad dreams of voyaging to an unknown world. He and his pet monkey Mimi encounter Sana, a girl riding a flying wooden horse. Then, the wind shifted."
K: Return of Kings,TV,"['action', 'drama', 'magic', 'science fiction']",6.9841,No Theme Found,"In modern Japan there are seven ""Kings"" who share power with their fellow clansmen. The Blue King Reishi Munakata, the leader of the Blue Clan ""Scepter 4,"" held great responsibilities on his back. The tower that Gold King Daikaku Kokujōji supervised called the ""Dresden Slate"" was still on his mind, and he felt a great burden by killing the previous Red King, Mikoto Suoh. On the other hand, the former Red Clan ""HOMRA"" clansman Anna Kushina experienced the attacks from the Green Clan ""Jungle"" and awakened as the next Red King. By doing this, she bound her comrades through a strong bond once again. Finally, White Clan members Neko and Kuroh believe that the White King Yashiro is still alive, and seek his whereabouts. However, it was not just them searching for the White King. With ""Jungle"" once again jumping back into action, the fates of the various Kings are brought together."
Dance with Devils,TV,"['action', 'romance', 'supernatural']",5.7371,"['demons', 'vampires']","Ritsuka Tachibana is a female second-year high school student who attends Shiko Academy in Shiko Town. She enjoyed her school life while living with her mother Maria, but one day, that balance fell into ruin when she discovers several of her attractive, male classmate are demons."
"Diabolik Lovers More, Blood",TV,"['romance', 'supernatural']",4.796,"['bishounen', 'school', 'vampires']","In addition to the six Sakamaki vampire brothers, four new brothers from the Mukami family: Ruki, Kou, Yūma, and Azusa, enter the daily life of Yui Komori."
Million Doll,TV,[],4.9014,"['idols', 'music']","Sūko is an idol-loving hikikomori (shut-in) who has one ability: To make any idol popular through the power of blogging. She puts her sights on the Fukuoka idol Itorio and tries to make her more popular, but she is impeded by the charismatic idol Ryūsan and the underground idol Mariko."
Ghost in the Shell: Arise Alternative Architecture,TV,"['action', 'psychological', 'science fiction']",7.3664,"['androids', 'artificial intelligence', 'conspiracy', 'cyborgs', 'mecha', 'military']","The story follows Motoko Kusanagi, a highly skilled member of the military, whom upon meeting Daisuke Aramaki, a current chief of the Public Security Section 9, in less than desirable conditions struggles to clear her name whilst forming her own independent team with the highest priority under the sponsorship and guidance of the chief Aramaki himself."
Momokuri,ONA,"['comedy', 'romance']",7.0232,No Theme Found,"Yuki Kurihara has finally been granted her wish of dating her crush Shinya Momotsuki, a.k.a. Momo. At first glance, she just looks like a normal but very cute girl. However, she is in fact a maniac over Momo, taking notes of his activities and never missing the chance to see him in a cute moment. Momo, on the other hand, is inexperienced in love, and just wants to make Yuki happy."
Danchigai,TV,"['comedy', 'slice of life']",6.2934,"['family', 'fanservice']","Haruki is the only boy of five siblings. He and his level-headed older sister Mutsuki, his difficult younger sister Yayoi, and mischievous twin sisters Uzuki and Satsuki all live together in an apartment complex."
Snow White with the Red Hair,TV,"['adventure', 'drama', 'fantasy', 'romance']",7.6695,"['fairy tales', 'historical']","Shirayuki is a beautiful girl working as a medicine woman with red hair, a color that is considered very rare. When she is proposed and chased after by the prince of her country, she cuts her hair and runs away, only to meet Zen, the prince of a neighboring country. Finding respect for the young man, she decides to serve at his side as his court doctor."
